evntName,lat,lon,depth,mag,maxAmp,spCen,rmsA,maxPFA,maxFA,maxPF_FA,Energy,rect,azmth,indAngl,Dip,DipRec,ccD,ccS,xotsu,ccnAb2D,ccnAb2S,ypicD,ypicS,ccnRel2D,ccnRel2S,ccAb2D,ccAb2S,ccRel2D,ccRel2S,xp2D,xp2S,xpp2D,xpp2S,semD,semS,skwnss,semblanceD,semblanceS,envelopD,envelopS,udD,udS,ud2D,ud2S,class
2_20150412_020006,30.008503,-91.14333,100,-0.72,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150412_020407,30.00991,-91.143304,140,-0.81,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150412_021403,30.008813,-91.143532,100,-1.25,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150412_042141,30.010091,-91.142679,120,-0.88,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150412_070207,30.009553,-91.143518,160,-0.48,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150412_214520,30.009887,-91.14289,102,-0.77,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150413_023053,30.009505,-91.143312,140,-0.48,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150413_025612,30.008801,-91.142703,80,-0.87,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150413_025639,30.008528,-91.143123,100,-1.25,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150413_025720,30.00918,-91.143318,183,-1.7,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150413_052751,30.009387,-91.143314,80,-0.82,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150414_075404,30.00943,-91.143106,160,-0.5,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150415_114019,30.00989,-91.143097,117,-1.02,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150415_163856,30.008801,-91.142703,60,-0.58,7785.561462,128.882849,44.021006,583.231286,94,3.242417,3793589.26,0.98651,54.297737,71.782445,18.181842,71.782445,0.096463,0.210636,1448,0.065622,0.056959,152.5,174.75,0.000919,0.000976,0.112925,0.111963,-0.00267,-0.020971,0.013223,0.013474,-0.01044,0.05252,0.184643,0.234656,-2.635231,30.75,34.75,1.382027,2.17655,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150415_163908,30.009165,-91.142903,152,-1.09,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150416_070642,30.008596,-91.144158,120,-0.67,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150416_100615,30.008419,-91.143747,160,-0.75,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150416_134433,30.009706,-91.143515,100,-1.04,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150416_194545,30.010112,-91.142886,140,-0.77,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150416_210209,30.010404,-91.141823,198,-0.93,4652.532111,153.323213,20.160421,226.646395,117.5,1.211306,1163756.764,0.971544,51.2938,58.431253,31.568747,58.431253,0.103175,0.231912,3272,0.067471,0.058379,156.5,176,0.001216,0.001255,0.101925,0.055401,-0.002828,-0.006257,0.018747,0.018874,-0.004437,0.001569,0.192385,0.226044,0,41.166667,44.666667,1.465264,3.554731,1709.807427,21091.52998,34783202.63,1322143215,Shallow
2_20150416_232455,30.010106,-91.142471,120,-1.27,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150417_043038,30.00937,-91.142692,144,-0.55,3151.658076,142.59749,13.394833,238.618454,91,1.139505,977733.2367,0.976482,51.061696,65.09359,24.90641,65.09359,0.116103,0.244962,1456,0.065026,0.056209,152.25,173.75,0.001239,0.001277,0.062765,0.009493,0.003891,0.006078,0.020814,0.020913,-0.014125,0.01053,0.189809,0.229451,-2.635231,41.5,43.25,1.506025,3.494723,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150417_044500,30.009021,-91.142906,60,-1.08,39464.19195,138.341138,158.872801,2067.724844,146.111111,468.851861,71616284.79,0.976276,44.28766,66.17573,23.82427,66.17573,0.091307,0.27438,816,0.061645,0.052464,153,178.666667,0.001356,0.001401,0.125746,0.163869,-0.004012,-0.032839,0.020881,0.021029,0.001563,0.022873,0.184815,0.202276,-1.756821,30.666667,22,1.341613,1.425927,505831.9125,504936.4008,6.71186E+11,6.71236E+11,Shallow
2_20150417_083125,30.011312,-91.141619,60,-0.76,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150417_101040,30.010657,-91.141217,80,-0.82,32702.86216,164.32331,111.237966,1501.00925,138,465.658035,66630058.04,0.966764,26.572908,57.868641,32.131359,57.868641,0.115624,0.286205,864,0.059824,0.051078,153.333333,178.333333,0.001593,0.001623,0.057406,0.002522,-0.022203,0.002601,0.023697,0.02372,-0.016898,0.005152,0.195508,0.210224,-1.756821,43,30.333333,1.507083,3.176844,505831.9125,504936.4008,6.71186E+11,6.71236E+11,Shallow
2_20150417_101107,30.009908,-91.143097,182,-1.03,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150417_102910,30.009709,-91.143101,160,-1.23,3935.927273,120.971274,16.697237,311.276318,72.555556,1.484338,1301186.639,0.993346,63.723061,65.733735,24.266265,65.733735,0.109577,0.220657,769,0.066764,0.057984,152.333333,173.333333,0.000922,0.000962,0.06184,0.01249,0.005218,0.00528,0.013778,0.013956,-0.01932,0.010501,0.18256,0.231956,-1.756821,36,44.333333,1.395191,2.470585,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150417_120650,30.009706,-91.142893,60,-1.25,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150417_120735,30.009432,-91.143313,140,-0.48,8733.383346,147.072072,47.207473,563.314705,136.6,2.730117,4280988.018,0.970309,64.244957,70.075526,19.924474,70.075526,0.113989,0.266663,2243.333333,0.061915,0.053163,154.8,176.6,0.001166,0.001209,0.100188,0.095385,0.008725,-0.016118,0.02512,0.025211,-0.002795,0.012051,0.196764,0.226357,-5.270463,37.6,37.2,1.470761,3.028763,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150417_120814,30.009378,-91.143314,119,-0.56,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150417_201927,30.009484,-91.143105,139,-0.88,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150417_201945,30.009451,-91.142691,120,-0.76,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150417_203243,30.009715,-91.143515,100,-1.31,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150418_004207,30.008512,-91.14333,160,-0.48,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150418_004416,30.00881,-91.143947,160,-0.8,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150418_004618,30.009754,-91.142478,60,-0.64,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_005502,30.009706,-91.142893,80,-0.89,6389.363817,162.117174,26.357808,249.086232,145.888889,1.08603,1585745.487,0.967054,55.369709,57.774609,32.225391,57.774609,0.122917,0.274246,823,0.059098,0.050934,155.333333,177.666667,0.001206,0.00124,0.056391,-0.004258,-0.007617,0.003727,0.02608,0.026092,-0.012836,0.00229,0.208136,0.232354,-5.270463,45.333333,42,1.532915,3.670675,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_010348,30.008798,-91.142496,60,-0.86,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_013008,30.009039,-91.142273,60,-1.11,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_033629,30.009493,-91.143105,120,-0.53,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_041102,30.009709,-91.143101,119,-0.92,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150418_064734,30.009475,-91.143105,103,-0.85,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150418_070215,30.00854,-91.14276,60,-1.18,13150.6936,136.135002,73.992643,815.801826,154,4.279857,6571972.233,0.976567,73.084462,66.081698,23.918302,66.081698,0.0986,0.262421,775,0.060919,0.05232,155,178,0.000969,0.001018,0.12473,0.157089,0.010574,-0.031713,0.023264,0.023401,0.005625,0.020011,0.197443,0.224406,-5.270463,33,33.666667,1.367445,1.919758,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_070910,30.008997,-91.142481,202,-0.72,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150418_073205,30.009165,-91.142903,140,-1.06,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150418_095651,30.009147,-91.14166,60,-0.82,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150418_105718,30.009348,-91.142454,116,-1.02,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_105854,30.009457,-91.143105,160,-0.7,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_105857,30.009234,-91.142695,184,-0.76,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_134054,30.009225,-91.142695,215,-0.52,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_134303,30.009703,-91.142686,80,-0.81,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150418_203337,30.009917,-91.143097,198,-1.02,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150419_061201,30.009427,-91.142266,180,-0.93,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150419_072713,30.009165,-91.142903,100,-0.77,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150419_155225,30.009328,-91.141656,80,-0.93,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150419_182050,30.009447,-91.142442,144,-0.51,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150419_211344,30.009048,-91.142273,40,-0.77,8733.383346,147.072072,47.207473,563.314705,136.6,2.730117,4280988.018,0.970309,64.244957,70.075526,19.924474,70.075526,0.113989,0.266663,2243.333333,0.061915,0.053163,154.8,176.6,0.001166,0.001209,0.100188,0.095385,0.008725,-0.016118,0.02512,0.025211,-0.002795,0.012051,0.196764,0.226357,-5.270463,37.6,37.2,1.470761,3.028763,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150419_212218,30.009706,-91.142893,103,-0.96,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150420_012507,30.008549,-91.14333,197,-0.9,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
