evntName,lat,lon,depth,mag,maxAmp,spCen,rmsA,maxPFA,maxFA,maxPF_FA,Energy,rect,azmth,indAngl,Dip,DipRec,ccD,ccS,xotsu,ccnAb2D,ccnAb2S,ypicD,ypicS,ccnRel2D,ccnRel2S,ccAb2D,ccAb2S,ccRel2D,ccRel2S,xp2D,xp2S,xpp2D,xpp2S,semD,semS,skwnss,semblanceD,semblanceS,envelopD,envelopS,udD,udS,ud2D,ud2S,class
1_20150317_023528,30.010333,-91.139979,1959,-0.19,8432.558587,152.161659,53.483853,696.653231,130.555556,3.499167,5551692.219,0.958758,56.064419,80.075652,9.924348,80.075652,0.112293,0.276151,846,0.064031,0.054632,153.333333,175,0.001466,0.001515,0.132436,0.1634,0.02213,-0.027766,0.029761,0.029855,0.008664,0.021334,0.190323,0.218885,-5.270463,36.666667,33.333333,1.531195,3.566308,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150330_025948,30.008269,-91.143335,1399,0.42,9273.787301,154.65818,54.682164,590.177575,137.047619,3.537851,4505391.517,0.964819,44.444661,62.807305,27.172288,62.807305,0.085777,0.232324,4620,0.06647,0.057318,155.142857,176.714286,0.001279,0.001332,0.155297,0.174597,-0.000115,-0.034455,0.020518,0.020703,0.011247,0.037453,0.192105,0.222924,-0.752923,36,34.857143,1.437613,3.017117,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20150401_060956,30.013749,-91.12707,1182,-1.09,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150403_133311,30.008468,-91.131244,1858,0.13,6829.539781,183.41562,43.949714,482.351652,143,2.961467,3760521.573,0.945303,26.159219,74.041198,15.911184,74.041198,0.084278,0.211129,932,0.072085,0.062085,159.333333,177,0.00158,0.001643,0.216595,0.241248,-0.008066,-0.049912,0.020091,0.020327,0.018398,0.049947,0.188202,0.22155,1.756821,35.666667,33.333333,1.533756,4.527864,1709.807427,21091.52998,34783202.65,1322143215,Deep
1_20150406_025513,30.012465,-91.125602,1443,-0.9,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150406_025518,30.012426,-91.125364,1560,-0.1,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150407_105719,30.008124,-91.138818,1318,-0.67,8956.639319,144.502709,50.659044,542.300394,130.933333,3.22866,4051914.093,0.972369,54.402652,57.309881,32.690119,57.309881,0.081528,0.225565,2233.333333,0.068657,0.059292,156.2,176.6,0.001172,0.001218,0.151071,0.162259,0.005123,-0.029987,0.01803,0.018222,0.012214,0.014595,0.188458,0.219157,1.054093,35.8,39.6,1.376446,2.651647,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20150407_105720,30.008623,-91.139648,1459,-0.63,8956.639319,144.502709,50.659044,542.300394,130.933333,3.22866,4051914.093,0.972369,54.402652,57.309881,32.690119,57.309881,0.081528,0.225565,2233.333333,0.068657,0.059292,156.2,176.6,0.001172,0.001218,0.151071,0.162259,0.005123,-0.029987,0.01803,0.018222,0.012214,0.014595,0.188458,0.219157,1.054093,35.8,39.6,1.376446,2.651647,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20150407_105723,30.009713,-91.139576,1616,-0.05,8956.639319,144.502709,50.659044,542.300394,130.933333,3.22866,4051914.093,0.972369,54.402652,57.309881,32.690119,57.309881,0.081528,0.225565,2233.333333,0.068657,0.059292,156.2,176.6,0.001172,0.001218,0.151071,0.162259,0.005123,-0.029987,0.01803,0.018222,0.012214,0.014595,0.188458,0.219157,1.054093,35.8,39.6,1.376446,2.651647,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20150407_105724,30.009713,-91.139576,1616,0.59,8956.639319,144.502709,50.659044,542.300394,130.933333,3.22866,4051914.093,0.972369,54.402652,57.309881,32.690119,57.309881,0.081528,0.225565,2233.333333,0.068657,0.059292,156.2,176.6,0.001172,0.001218,0.151071,0.162259,0.005123,-0.029987,0.01803,0.018222,0.012214,0.014595,0.188458,0.219157,1.054093,35.8,39.6,1.376446,2.651647,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20150409_064023,30.009924,-91.13979,1554,0.52,9273.787301,154.65818,54.682164,590.177575,137.047619,3.537851,4505391.517,0.964819,44.444661,62.807305,27.172288,62.807305,0.085777,0.232324,4620,0.06647,0.057318,155.142857,176.714286,0.001279,0.001332,0.155297,0.174597,-0.000115,-0.034455,0.020518,0.020703,0.011247,0.037453,0.192105,0.222924,-0.752923,36,34.857143,1.437613,3.017117,1709.807427,21091.52998,34783202.64,1322143215,Deep
1_20150412_015407,30.018362,-91.122194,1065,-0.38,2543.607117,148.811523,8.210417,239.230409,98.555556,0.505677,1123557.916,0.9726,63.621733,80.363972,9.636028,80.363972,0.137537,0.258076,819,0.064608,0.055609,155.333333,174.333333,0.001217,0.001255,0.062653,0.003603,0.007965,0.006873,0.023233,0.023305,-0.021053,-0.003392,0.190478,0.231733,-5.270463,40,43.333333,1.554803,4.067314,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150417_121834,30.007648,-91.131352,1661,-1.34,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150417_121836,30.008292,-91.131548,1560,-1.69,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150423_111259,30.009387,-91.140069,1504,0.1,1996.531545,159.146929,6.750115,186.251282,105,0.444943,843517.0783,0.965454,57.560873,77.528446,12.471554,77.528446,0.118161,0.227292,1481.333333,0.072018,0.062079,159.75,175,0.001323,0.001364,0.126506,0.080918,0.00653,-0.009467,0.019124,0.01927,-0.006406,-0.012382,0.183398,0.223791,0,38.5,46,1.521154,4.480989,1709.807427,21091.52998,34783202.62,1322143215,Deep
1_20150425_103441,30.002114,-91.143864,1566,-1.5,7781.683974,134.276924,34.844628,321.132141,119.888889,2.064692,1763374.21,0.9878,55.471037,43.144373,46.855627,43.144373,0.094957,0.236827,773,0.061254,0.053309,152.333333,176.666667,0.000912,0.000948,0.055577,0.004629,-0.010365,0.002133,0.016626,0.016743,-0.011103,0.016183,0.200219,0.232577,-1.756821,41.333333,43,1.373303,2.073946,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150509_004322,30.012856,-91.128933,1725,-0.24,2592.387427,152.108622,11.189708,196.357544,97.666667,0.964152,782865.5023,0.969989,48.725015,65.879245,24.120755,65.879245,0.10489,0.222958,2306.666667,0.07087,0.061265,156.4,174.4,0.00132,0.00136,0.113825,0.070167,0.003558,-0.006835,0.018011,0.018164,-0.003793,0.000554,0.184279,0.223553,1.054093,40,45.4,1.488861,3.940181,1709.807427,21091.52998,34783202.63,1322143215,Deep
1_20150509_004327,30.013343,-91.130178,1623,-1.42,6737.89443,139.983917,39.994291,535.053093,106.933333,2.8489,3775397.243,0.972071,54.093728,69.693756,20.306244,69.693756,0.105429,0.25245,2278.333333,0.065076,0.055975,152,174.2,0.001287,0.001332,0.104324,0.104503,0.01401,-0.014706,0.023346,0.023473,0.000068,0.02118,0.187742,0.223178,-3.162278,37.4,37.6,1.473243,3.058655,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150521_234957,30.008229,-91.131559,1761,-1.06,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150524_042837,30.008917,-91.140036,1720,-0.43,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150524_042840,30.010142,-91.13991,1934,-0.4,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150531_090542,30.006398,-91.13801,1674,-0.49,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150619_084822,30.013493,-91.13061,1615,0.65,8327.209262,153.868515,52.960194,625.525396,123.777778,3.719648,4744921.257,0.962403,41.162483,69.743307,20.232884,69.743307,0.084306,0.22493,3456,0.069136,0.059546,154.833333,175.5,0.001376,0.001433,0.174109,0.206768,0.005658,-0.039636,0.020199,0.020416,0.014397,0.042587,0.185304,0.220329,0,34.166667,33.833333,1.452669,3.248722,1709.807427,21091.52998,34783202.65,1322143215,Deep
1_20150619_084932,30.011617,-91.129993,1686,-0.21,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150619_085056,30.011875,-91.12977,1722,-1.37,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150619_085059,30.013302,-91.129214,1478,-1.39,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150627_125019,30.005599,-91.143384,1200,-0.98,8733.383346,147.072072,47.207473,563.314705,136.6,2.730117,4280988.018,0.970309,64.244957,70.075526,19.924474,70.075526,0.113989,0.266663,2243.333333,0.061915,0.053163,154.8,176.6,0.001166,0.001209,0.100188,0.095385,0.008725,-0.016118,0.02512,0.025211,-0.002795,0.012051,0.196764,0.226357,-5.270463,37.6,37.2,1.470761,3.028763,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150705_223432,30.00918,-91.140125,1980,0.25,8722.144965,130.525334,49.045314,698.714184,102.555556,3.30956,4878032.614,0.985971,67.936455,89.282445,0.669938,89.282445,0.111349,0.212308,813,0.065402,0.056609,155.666667,175.666667,0.000789,0.000854,0.129534,0.140229,-0.000783,-0.029192,0.013111,0.013385,-0.016139,0.052594,0.18359,0.238673,-5.270463,25.666667,32,1.389473,2.30975,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150717_201623,30.010153,-91.140024,1098,-0.87,16115.50489,154.74475,89.66573,921.443908,138.666667,6.387329,10658541.85,0.970644,49.355523,62.31671,27.659481,62.31671,0.074127,0.244708,3460,0.066414,0.057226,153.666667,177,0.001302,0.001358,0.171089,0.201866,-0.004765,-0.045686,0.016685,0.01693,0.022013,0.043437,0.19598,0.213059,0,28.666667,27.333333,1.361396,2.182992,1709.807427,21091.52998,34783202.65,1322143215,Deep
1_20150717_201625,30.010625,-91.13959,1334,-0.03,15086.59259,141.374689,91.586627,933.690269,153.5,5.9228,7461330.666,0.971968,42.440734,54.624183,35.340104,54.624183,0.066564,0.236319,1489.333333,0.061057,0.052719,151,177.75,0.001098,0.00116,0.160565,0.225914,-0.003733,-0.04931,0.020254,0.020477,0.01801,0.075326,0.197771,0.225485,-2.635231,32.25,26.25,1.347905,1.503316,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150722_023541,30.010203,-91.139079,1898,-0.42,3040.771662,138.266743,13.11523,240.285714,85.5,1.178939,976738.6206,0.981014,57.636868,66.555768,23.444232,66.555768,0.097192,0.199228,1414.666667,0.073635,0.063861,157.5,174.25,0.001103,0.001145,0.125896,0.087584,0.004469,-0.010662,0.012033,0.012258,-0.005106,-0.001962,0.17746,0.223958,2.635231,35.5,46.75,1.401445,3.283442,1709.807427,21091.52998,34783202.63,1322143215,Deep
1_20150722_023543,30.010235,-91.138167,1984,-0.18,3040.771662,138.266743,13.11523,240.285714,85.5,1.178939,976738.6206,0.981014,57.636868,66.555768,23.444232,66.555768,0.097192,0.199228,1414.666667,0.073635,0.063861,157.5,174.25,0.001103,0.001145,0.125896,0.087584,0.004469,-0.010662,0.012033,0.012258,-0.005106,-0.001962,0.17746,0.223958,2.635231,35.5,46.75,1.401445,3.283442,1709.807427,21091.52998,34783202.63,1322143215,Deep
1_20150802_111941,30.013445,-91.131026,1816,0.6,8722.144965,130.525334,49.045314,698.714184,102.555556,3.30956,4878032.614,0.985971,67.936455,89.282445,0.669938,89.282445,0.111349,0.212308,813,0.065402,0.056609,155.666667,175.666667,0.000789,0.000854,0.129534,0.140229,-0.000783,-0.029192,0.013111,0.013385,-0.016139,0.052594,0.18359,0.238673,-5.270463,25.666667,32,1.389473,2.30975,13211.18798,25644.64862,482204888,1813683230,Deep
1_20150804_043352,30.006225,-91.138501,1816,-0.05,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150814_044429,30.009494,-91.140026,1549,-0.16,7781.683974,134.276924,34.844628,321.132141,119.888889,2.064692,1763374.21,0.9878,55.471037,43.144373,46.855627,43.144373,0.094957,0.236827,773,0.061254,0.053309,152.333333,176.666667,0.000912,0.000948,0.055577,0.004629,-0.010365,0.002133,0.016626,0.016743,-0.011103,0.016183,0.200219,0.232577,-1.756821,41.333333,43,1.373303,2.073946,20399.68594,26880.00067,1176469492,2341161020,Deep
1_20150822_100719,30.014041,-91.124764,1223,-0.32,2395.758565,143.037193,7.837613,241.453422,91.222222,0.558256,1122231.761,0.978642,72.38863,82.313543,7.686457,82.313543,0.112321,0.197098,788,0.076086,0.065812,162.333333,175,0.001035,0.001079,0.146828,0.107724,0.008735,-0.015448,0.011525,0.011764,-0.009027,-0.020049,0.174012,0.22441,1.756821,32,48,1.415363,3.785606,1709.807427,21091.52998,34783202.62,1322143215,Deep
2_20140726_044434,30.008015,-91.142572,80,-1.06,4676.585474,162.661375,18.626572,223.285349,131.733333,0.813822,1289251.97,0.964602,53.616106,65.091272,24.908728,65.091272,0.128579,0.273758,2323.333333,0.060822,0.052331,155,176.4,0.001308,0.001343,0.059184,-0.001423,-0.002189,0.005145,0.02681,0.026825,-0.013872,0.001418,0.203181,0.231126,-5.270463,45,42.2,1.570042,4.079313,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20140726_155851,30.009325,-91.141449,60,-0.99,4165.369829,163.534058,17.938366,196.264885,124.761905,1.030729,999127.4398,0.962432,42.077102,58.273137,31.726863,58.273137,0.118626,0.270326,4643.333333,0.061458,0.052935,152.857143,175.571429,0.001434,0.001468,0.060652,0.002936,-0.002767,0.005413,0.027075,0.027093,-0.008749,0.010001,0.20218,0.228595,-3.764616,47,42,1.578347,4.105807,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20140729_181849,30.009763,-91.142478,195,-1.02,4030.296309,170.130502,16.103413,189.511935,134.166667,0.695686,1075605.48,0.95815,46.859688,64.771586,25.228414,64.771586,0.129763,0.28111,3434,0.060654,0.05209,154.5,176.166667,0.001455,0.001489,0.060244,-0.001103,-0.001839,0.0057,0.029328,0.029319,-0.011317,0.002951,0.204576,0.229594,-5.270463,47.166667,41.833333,1.61479,4.49395,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20140729_182448,30.00897,-91.14187,60,-0.99,4030.296309,170.130502,16.103413,189.511935,134.166667,0.695686,1075605.48,0.95815,46.859688,64.771586,25.228414,64.771586,0.129763,0.28111,3434,0.060654,0.05209,154.5,176.166667,0.001455,0.001489,0.060244,-0.001103,-0.001839,0.0057,0.029328,0.029319,-0.011317,0.002951,0.204576,0.229594,-5.270463,47.166667,41.833333,1.61479,4.49395,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20140729_190640,30.008921,-91.142908,217,-1.49,40583.62205,147.634306,173.011867,1282.230612,139.6,15.596073,98350182.49,0.988964,67.911329,60.380575,29.619425,60.380575,0.102198,0.264591,2111.666667,0.061326,0.053265,153.2,174,0.000955,0.000991,0.055418,0.001424,-0.003262,0.001136,0.015581,0.01572,-0.010375,0.007079,0.201232,0.233399,-3.162278,32.8,35.6,1.377083,2.077286,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20140731_101209,30.0113,-91.140085,140,-1.44,4290.267229,170.876532,19.166124,170.888503,133.111111,1.084848,885373.6199,0.956845,34.274319,53.158763,36.841237,53.158763,0.11532,0.277351,3484,0.060533,0.052096,152.166667,175.833333,0.001551,0.001584,0.060559,0.002566,-0.005226,0.005303,0.029273,0.029265,-0.004822,0.0134,0.205887,0.227255,-3.513642,49.666667,41.5,1.605914,4.320541,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20140731_142222,30.009472,-91.142898,100,-1.35,4030.296309,170.130502,16.103413,189.511935,134.166667,0.695686,1075605.48,0.95815,46.859688,64.771586,25.228414,64.771586,0.129763,0.28111,3434,0.060654,0.05209,154.5,176.166667,0.001455,0.001489,0.060244,-0.001103,-0.001839,0.0057,0.029328,0.029319,-0.011317,0.002951,0.204576,0.229594,-5.270463,47.166667,41.833333,1.61479,4.49395,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150222_152419,30.009884,-91.142683,60,-0.54,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150222_153911,30.009523,-91.143311,120,-1.06,10717.01656,131.971055,58.137436,698.982165,134.166667,3.386396,5349391.765,0.981414,77.036796,71.801119,18.198881,71.801119,0.108566,0.25386,1364,0.06244,0.053733,155.5,177,0.000909,0.000957,0.10885,0.119105,0.010928,-0.022266,0.02092,0.021067,-0.003858,0.012409,0.193067,0.227463,-5.270463,32.5,36.5,1.378819,2.14417,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150225_231149,30.010004,-91.142888,160,-1.18,3151.658076,142.59749,13.394833,238.618454,91,1.139505,977733.2367,0.976482,51.061696,65.09359,24.90641,65.09359,0.116103,0.244962,1456,0.065026,0.056209,152.25,173.75,0.001239,0.001277,0.062765,0.009493,0.003891,0.006078,0.020814,0.020913,-0.014125,0.01053,0.189809,0.229451,-2.635231,41.5,43.25,1.506025,3.494723,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150225_231320,30.009448,-91.143105,101,-1.15,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150226_064209,30.009411,-91.143106,184,-0.94,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150226_105211,30.009683,-91.141867,40,-1.19,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150226_121518,30.00946,-91.142691,121,-0.89,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150226_134902,30.009002,-91.143528,180,-0.66,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150226_145352,30.00915,-91.141867,80,-1.11,34095.18232,136.483061,119.724786,1573.055158,112,466.636696,66807686.77,0.987509,26.674236,43.238404,46.761596,43.238404,0.087664,0.248786,814,0.06198,0.053453,150.333333,177.333333,0.001299,0.001331,0.056593,0.011409,-0.024951,0.001008,0.014242,0.014371,-0.015165,0.019045,0.187591,0.210447,1.756821,39,31.333333,1.347471,1.580115,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150226_172310,30.008584,-91.141992,80,-0.98,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150226_173017,30.008582,-91.143122,100,-0.77,9568.775439,130.367922,52.299565,606.54225,121,3.317314,4387565.252,0.982757,64.305754,61.297384,28.702616,61.297384,0.097214,0.244212,2160,0.063209,0.054588,153,176,0.000989,0.001034,0.0997,0.100717,0.007076,-0.017074,0.019448,0.019602,-0.001755,0.020386,0.192014,0.226491,-3.162278,35.2,37.8,1.374993,2.070725,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150226_191751,30.009294,-91.142466,100,-0.74,7781.683974,134.276924,34.844628,321.132141,119.888889,2.064692,1763374.21,0.9878,55.471037,43.144373,46.855627,43.144373,0.094957,0.236827,773,0.061254,0.053309,152.333333,176.666667,0.000912,0.000948,0.055577,0.004629,-0.010365,0.002133,0.016626,0.016743,-0.011103,0.016183,0.200219,0.232577,-1.756821,41.333333,43,1.373303,2.073946,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150226_195912,30.009018,-91.143321,181,-0.99,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150226_204343,30.009165,-91.142903,183,-1.23,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150226_204912,30.009745,-91.14311,219,-0.83,25771.09936,154.23133,90.665495,1184.952585,120.583333,350.003773,50107608.33,0.972105,23.275077,48.222092,41.777908,48.222092,0.099669,0.266058,1516,0.061438,0.052811,150.75,176.75,0.001521,0.001553,0.05883,0.008683,-0.018735,0.002874,0.021162,0.021225,-0.011009,0.016939,0.193582,0.213319,0,43.75,33.5,1.470235,2.82687,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150226_222950,30.008677,-91.144156,160,-0.8,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
