1	Hour(UTC)	Latitude	Longitude	Coordinates zone	Coordinates X	Coordinates Y	Depth	Magnitude	Origin	Dx(m)	Dy(m)	Dz(m)	Zone
225	18:42.2	30.0092072	-91.14269526	15N 	679132	3321258	80	-1.26	Located Shallow Event	20	50	10	TexasBrine				
226	49:52.6	30.00944464	-91.14289816	15N 	679112	3321284	139	-1.06	Located Shallow Event	30	40	50	TexasBrine				
227	07:57.2	30.00970621	-91.14289329	15N 	679112	3321313	139	-1.51	Located Shallow Event	60	50	60	TexasBrine				
228	34:28.5	30.00946374	-91.14169529	15N 	679228	3321288	120	-0.57	Located Shallow Event	60	70	20	TexasBrine				
229	16:41.0	30.00878122	-91.13936519	15N 	679454	3321216	80	-1.19	Located Shallow Event	120	60	10	TexasBrine				
230	10:49.3	30.01362013	-91.12876274	15N 	680468	3321769	1817	-0.22	Located Deep Event	70	260	100					
231	24:04.6	30.00944171	-91.14269089	15N 	679132	3321284	138	-0.6	Located Shallow Event	60	70	60	TexasBrine				
232	10:35.0	30.01194787	-91.12981009	15N 	680370	3321582	816	-0.36	Located Deep Event	30	150	70					
233	35:24.4	30.00948072	-91.14289749	15N 	679112	3321288	160	-0.6	Located Shallow Event	40	50	50	TexasBrine				
234	36:17.7	30.01022059	-91.14226171	15N 	679172	3321371	120	-0.85	Located Shallow Event	30	40	60	TexasBrine				
235	56:49.1	30.01126683	-91.14159946	15N 	679234	3321488	262	-1.32	Located Shallow Event	10	20	20	TexasBrine				
236	54:54.5	30.00929149	-91.1416363	15N 	679234	3321269	100	-1.1	Located Shallow Event	70	60	40	TexasBrine				
237	51:51.4	30.00945668	-91.14247291	15N 	679153	3321286	194	-0.96	Located Shallow Event	40	60	50	TexasBrine				
238	54:55.3	30.00971489	-91.14222966	15N 	679176	3321315	80	-0.83	Located Shallow Event	60	60	20	TexasBrine				
239	21:06.4	30.00898755	-91.14311401	15N 	679092	3321233	160	-1.19	Located Shallow Event	40	70	50	TexasBrine				
240	59:56.1	30.00902182	-91.14234625	15N 	679166	3321238	80	-0.78	Located Shallow Event	40	40	20	TexasBrine				
241	00:38.5	30.00918257	-91.14222922	15N 	679177	3321256	141	-1.06	Located Shallow Event	50	70	30	TexasBrine				
242	57:59.0	30.00924328	-91.14269458	15N 	679132	3321262	181	-0.52	Located Shallow Event	30	80	60	TexasBrine				
243	51:57.0	30.0090208	-91.1422737	15N 	679173	3321238	40	-1.11	Located Shallow Event	90	50	40	TexasBrine				
244	36:35.7	30.00975452	-91.14120263	15N 	679275	3321321	60	-0.97	Located Shallow Event	20	40	0	TexasBrine				
245	14:31.0	30.00899657	-91.14311384	15N 	679092	3321234	160	-0.94	Located Shallow Event	30	80	40	TexasBrine				
246	56:27.3	30.00897307	-91.14208799	15N 	679191	3321233	60	-0.71	Located Shallow Event	90	90	40	TexasBrine				
247	59:12.7	30.01006115	-91.14247201	15N 	679152	3321353	80	-1.39	Located Shallow Event	100	60	50	TexasBrine				
248	04:53.7	30.00880715	-91.14311737	15N 	679092	3321213	121	-1.36	Located Shallow Event	40	70	50	TexasBrine				
249	32:07.0	30.01080126	-91.14121421	15N 	679272	3321437	40	-1.16	Located Shallow Event	0	40	0	TexasBrine				
250	35:48.8	30.00970377	-91.14144201	15N 	679252	3321315	40	-1.16	Located Shallow Event	70	60	10	TexasBrine				
251	49:23.5	30.00858264	-91.13808345	15N 	679578	3321196	40	-1.23	Located Shallow Event	70	100	0	TexasBrine				
252	22:51.9	30.00821165	-91.14247538	15N 	679155	3321148	60	-0.91	Located Shallow Event	70	80	40	TexasBrine				
253	11:27.1	30.00913455	-91.14394059	15N 	679012	3321248	140	-1.13	Located Shallow Event	20	100	20	TexasBrine				
254	23:50.8	30.00910058	-91.13834331	15N 	679552	3321253	60	-0.72	Located Shallow Event	40	40	0	TexasBrine				
255	25:05.0	30.00879838	-91.14249554	15N 	679152	3321213	40	-0.93	Located Shallow Event	60	50	30	TexasBrine				
256	28:49.5	30.00933717	-91.14167691	15N 	679230	3321274	60	-1.08	Located Shallow Event	80	90	40	TexasBrine				
257	36:22.1	30.0088013	-91.14270282	15N 	679132	3321213	60	-0.95	Located Shallow Event	80	50	30	TexasBrine				
258	44:08.7	30.00511932	-91.13689385	15N 	679699	3320814	60	-0.64	Located Shallow Event	90	60	0					
259	27:05.4	30.00927915	-91.13757285	15N 	679626	3321274	60	-0.6	Located Shallow Event	30	60	0	TexasBrine				
260	34:25.4	30.00992419	-91.1417178	15N 	679225	3321339	40	-1.11	Located Shallow Event	80	80	30	TexasBrine				
261	35:55.6	30.00959792	-91.13778459	15N 	679605	3321309	80	-1.06	Located Shallow Event	50	60	0	TexasBrine				
262	38:25.3	30.00856045	-91.14353662	15N 	679052	3321185	100	-0.92	Located Shallow Event	50	100	40	TexasBrine				
263	51:41.5	30.00915893	-91.14311082	15N 	679092	3321252	160	-1.02	Located Shallow Event	40	90	50	TexasBrine				
264	25:06.7	30.00879764	-91.14436153	15N 	678972	3321210	160	-1.01	Located Shallow Event	30	120	20	TexasBrine				
265	29:50.8	30.01041878	-91.14288001	15N 	679112	3321392	140	-1.36	Located Shallow Event	30	40	10	TexasBrine				
266	32:39.0	30.00893953	-91.14290757	15N 	679112	3321228	80	-0.96	Located Shallow Event	50	50	40	TexasBrine	2close 			
267	00:47.4	30.00860847	-91.14374306	15N 	679032	3321190	220	-0.85	Located Shallow Event	70	140	50	TexasBrine				
268	26:35.1	30.01065568	-91.14176636	15N 	679219	3321420	60	-0.97	Located Shallow Event	50	40	30	TexasBrine				
269	26:24.6	30.00932786	-91.14165635	15N 	679232	3321273	60	-0.87	Located Shallow Event	80	100	50	TexasBrine				
270	45:12.2	30.00936638	-91.14310695	15N 	679092	3321275	120	-1	Located Shallow Event	30	70	40	TexasBrine				
271	05:26.0	30.00857849	-91.14353629	15N 	679052	3321187	80	-1.02	Located Shallow Event	50	60	30	TexasBrine				
272	30:51.3	30.00951435	-91.14144554	15N 	679252	3321294	80	-0.48	Located Shallow Event	20	30	0	TexasBrine	2 close events			
273	24:16.4	30.00970329	-91.14268601	15N 	679132	3321313	158	-0.76	Located Shallow Event	40	70	50	TexasBrine				
274	58:31.2	30.00989885	-91.14311776	15N 	679090	3321334	184	-1.36	Located Shallow Event	100	100	70	TexasBrine				
275	58:37.7	30.00957169	-91.14167254	15N 	679230	3321300	60	-0.97	Located Shallow Event	80	70	10	TexasBrine				
276	53:20.2	30.00794465	-91.13635382	15N 	679746	3321128	60	-1.34	Located Shallow Event	40	60	0					
277	24:42.8	30.00910283	-91.14041657	15N 	679352	3321250	100	-0.7	Located Shallow Event	90	70	10	TexasBrine				
278	36:07.7	30.00993463	-91.14309636	15N 	679092	3321338	140	-1.59	Located Shallow Event	40	40	40	TexasBrine				
279	20:26.6	30.00948072	-91.14289749	15N 	679112	3321288	121	-1.17	Located Shallow Event	70	50	50	TexasBrine				
280	09:43.3	30.01047133	-91.1414899	15N 	679246	3321400	80	-0.37	Located Shallow Event	60	60	20	TexasBrine				
281	05:33.1	30.0094599	-91.14270091	15N 	679131	3321286	103	-0.55	Located Shallow Event	40	60	40	TexasBrine				
282	03:04.9	30.00994975	-91.14288875	15N 	679112	3321340	160	-0.42	Located Shallow Event	80	120	50	TexasBrine				
283	19:38.9	30.00937808	-91.14393606	15N 	679012	3321275	120	-1.05	Located Shallow Event	50	70	30	TexasBrine				
284	56:48.4	30.00878594	-91.14353242	15N 	679052	3321210	160	-1.25	Located Shallow Event	30	90	20	TexasBrine				
285	57:05.0	30.01000493	-91.14168519	15N 	679228	3321348	60	-1.27	Located Shallow Event	100	70	50	TexasBrine				
286	57:24.1	30.01044608	-91.1422575	15N 	679172	3321396	160	-0.75	Located Shallow Event	30	40	10	TexasBrine				
287	59:09.1	30.01011503	-91.143093	15N 	679092	3321358	160	-0.55	Located Shallow Event	40	40	30	TexasBrine				
288	40:08.2	30.00903114	-91.14236681	15N 	679164	3321239	101	-0.47	Located Shallow Event	40	100	50	TexasBrine				
289	16:40.4	30.00916795	-91.14311065	15N 	679092	3321253	121	-0.49	Located Shallow Event	40	50	30	TexasBrine				
290	53:56.7	30.01003951	-91.14285598	15N 	679115	3321350	342	-2.22	Located Shallow Event	30	60	40	TexasBrine				
291	42:41.8	30.00970914	-91.14310056	15N 	679092	3321313	140	-0.96	Located Shallow Event	40	50	40	TexasBrine				
292	44:23.6	30.01123002	-91.14154832	15N 	679239	3321484	240	-2.12	Located Shallow Event	40	40	20	TexasBrine				
293	11:04.7	30.00989855	-91.14309704	15N 	679092	3321334	160	-0.65	Located Shallow Event	40	60	40	TexasBrine				
294	50:28.0	30.00948364	-91.14310477	15N 	679092	3321288	100	-1.21	Located Shallow Event	30	50	40	TexasBrine				
295	11:03.9	30.0100731	-91.14267912	15N 	679132	3321354	120	-1.36	Located Shallow Event	60	60	50	TexasBrine				
296	32:11.7	30.01169369	-91.13224068	15N 	680136	3321550	863	-0.82	Located Deep Event	30	120	50					
297	59:07.7	30.00915257	-91.13882956	15N 	679505	3321258	1843	-0.77	Located Deep Event	170	130	30	TexasBrine				
298	59:36.1	30.0106547	-91.13914361	15N 	679472	3321424	1746	-1.02	Located Deep Event	150	140	30	TexasBrine				
299	52:25.6	30.00931441	-91.1394278	15N 	679447	3321275	1764	-1.14	Located Deep Event	140	120	30	TexasBrine				
300	00:33.0	30.00751356	-91.14351466	15N 	679056	3321069	1005	-1.88	Located Deep Event	40	70	60	TexasBrine				
301	11:24.2	30.0098106	-91.14197908	15N 	679200	3321326	60	-0.88	Located Shallow Event	60	40	30	TexasBrine				
302	19:09.5	30.00946055	-91.14019219	15N 	679373	3321290	60	-0.99	Located Shallow Event	100	80	0	TexasBrine				
303	59:14.1	30.01387885	-91.12538862	15N 	680793	3321803	1400	-1.03	Located Deep Event	60	260	120					
304	59:39.2	30.01441397	-91.12558589	15N 	680773	3321862	1577	-0.73	Located Deep Event	60	260	120					
305	59:51.5	30.01517443	-91.12576856	15N 	680754	3321946	1479	-1.05	Located Deep Event	70	260	120					
306	00:05.1	30.01368368	-91.12498798	15N 	680832	3321782	1701	-0.79	Located Deep Event	60	290	120					
307	13:52.1	30.01220202	-91.14201743	15N 	679192	3321591	1798	-0.79	Located Deep Event	140	160	240	TexasBrine				
308	15:56.1	30.00967306	-91.14310124	15N 	679092	3321309	160	-1.05	Located Shallow Event	40	80	40	TexasBrine				
309	45:43.0	30.0089934	-91.14352856	15N 	679052	3321233	120	-0.78	Located Shallow Event	10	100	20	TexasBrine				
310	18:03.3	30.00880715	-91.14311737	15N 	679092	3321213	122	-0.89	Located Shallow Event	30	40	40	TexasBrine				
311	51:38.4	30.00785006	-91.13859472	15N 	679530	3321114	60	-1.06	Located Shallow Event	170	180	10	TexasBrine				
312	29:39.0	30.00945366	-91.14289799	15N 	679112	3321285	101	-1.04	Located Shallow Event	40	50	40	TexasBrine				
313	29:53.3	30.00989855	-91.14309704	15N 	679092	3321334	160	-0.76	Located Shallow Event	90	90	50	TexasBrine				
314	50:28.4	30.00973644	-91.14247806	15N 	679152	3321317	80	-1.17	Located Shallow Event	40	60	40	TexasBrine				
315	50:21.3	30.00922231	-91.14248764	15N 	679152	3321260	60	-1.38	Located Shallow Event	30	30	10	TexasBrine				
316	50:53.1	30.00970914	-91.14310056	15N 	679092	3321313	140	-0.97	Located Shallow Event	30	40	20	TexasBrine				
317	08:12.9	30.00736081	-91.14355897	15N 	679052	3321052	1137	-1.55	Located Deep Event	50	100	100	TexasBrine				
318	07:04.2	30.01097966	-91.13215039	15N 	680146	3321471	1600	-1.09	Located Deep Event	80	180	80					
319	07:18.0	30.01051263	-91.13102918	15N 	680255	3321421	1820	-1.15	Located Deep Event	90	200	80					
320	53:50.4	30.01398964	-91.12873507	15N 	680470	3321810	1237	-1.33	Located Deep Event	50	200	90					
321	54:07.9	30.01504469	-91.12806213	15N 	680533	3321928	1498	-0.79	Located Deep Event	70	230	100					
322	54:17.4	30.01495228	-91.12790836	15N 	680548	3321918	1584	-0.4	Located Deep Event	70	240	110					
323	55:54.7	30.01435963	-91.1281061	15N 	680530	3321852	1678	-0.93	Located Deep Event	70	250	110					
324	56:02.3	30.01293171	-91.12793595	15N 	680549	3321694	1779	-0.98	Located Deep Event	70	270	100					
325	35:35.2	30.00989855	-91.14309704	15N 	679092	3321334	196	-0.91	Located Shallow Event	40	50	60	TexasBrine				
326	02:24.9	30.00893953	-91.14290757	15N 	679112	3321228	100	-0.96	Located Shallow Event	50	50	40	TexasBrine				
327	05:11.6	30.00933717	-91.14167691	15N 	679230	3321274	40	-1	Located Shallow Event	30	20	0	TexasBrine				
328	26:04.4	30.00932786	-91.14165635	15N 	679232	3321273	80	-0.73	Located Shallow Event	10	10	0	TexasBrine				
329	43:16.5	30.00879252	-91.14208099	15N 	679192	3321213	60	-1.3	Located Shallow Event	100	90	40	TexasBrine				
330	28:26.6	30.00976295	-91.14116101	15N 	679279	3321322	80	-0.91	Located Shallow Event	30	50	0	TexasBrine				
331	01:05.2	30.00921748	-91.14214564	15N 	679185	3321260	60	-1.3	Located Shallow Event	70	60	30	TexasBrine				
332	26:54.7	30.00936321	-91.14352167	15N 	679052	3321274	80	-1.07	Located Shallow Event	80	50	30	TexasBrine				
333	27:09.4	30.00971499	-91.14351512	15N 	679052	3321313	180	-1.1	Located Shallow Event	0	0	0	TexasBrine				
334	38:19.4	30.00880715	-91.14311737	15N 	679092	3321213	120	-0.82	Located Shallow Event	30	90	40	TexasBrine				
335	30:56.8	30.00970329	-91.14268601	15N 	679132	3321313	139	-0.53	Located Shallow Event	80	80	50	TexasBrine				
336	33:29.3	30.00948974	-91.14289732	15N 	679112	3321289	160	-0.63	Located Shallow Event	40	60	60	TexasBrine				
337	42:34.4	30.00920427	-91.14248798	15N 	679152	3321258	60	-0.96	Located Shallow Event	0	30	0	TexasBrine				
338	39:16.5	30.00937248	-91.14289951	15N 	679112	3321276	182	-0.82	Located Shallow Event	30	50	20	TexasBrine				
339	22:24.5	30.01013672	-91.14143394	15N 	679252	3321363	120	-0.94	Located Shallow Event	110	100	10	TexasBrine				
340	48:04.0	30.00900242	-91.14352839	15N 	679052	3321234	181	-0.83	Located Shallow Event	30	90	50	TexasBrine				
341	11:40.3	30.00969719	-91.14289346	15N 	679112	3321312	160	-0.5	Located Shallow Event	40	90	50	TexasBrine				
342	56:41.1	30.0088013	-91.14270282	15N 	679132	3321213	80	-0.99	Located Shallow Event	70	50	50	TexasBrine				
343	28:29.0	30.00916795	-91.14311065	15N 	679092	3321253	160	-0.63	Located Shallow Event	30	70	40	TexasBrine				
344	28:38.6	30.00892099	-91.1441519	15N 	678992	3321224	160	-0.82	Located Shallow Event	10	70	0	TexasBrine				
345	10:29.7	30.00970858	-91.13859111	15N 	679527	3321320	100	-1.15	Located Shallow Event	50	40	0	TexasBrine				
346	42:38.5	30.00881593	-91.1437392	15N 	679032	3321213	160	-0.76	Located Shallow Event	30	90	10	TexasBrine				
347	38:46.7	30.00996678	-91.13707277	15N 	679673	3321351	40	-0.6	Located Shallow Event	50	40	0					
348	48:13.6	30.00879223	-91.14206027	15N 	679194	3321213	60	-0.62	Located Shallow Event	100	60	20	TexasBrine				
349	18:38.6	30.00978154	-91.14247722	15N 	679152	3321322	232	-0.61	Located Shallow Event	30	60	50	TexasBrine				
350	49:28.7	30.00879204	-91.14332498	15N 	679072	3321211	160	-0.68	Located Shallow Event	40	100	40	TexasBrine				
351	30:30.4	30.00972401	-91.14351495	15N 	679052	3321314	180	-1.25	Located Shallow Event	30	40	10	TexasBrine				
352	59:27.2	30.00970914	-91.14310056	15N 	679092	3321313	101	-0.78	Located Shallow Event	10	30	30	TexasBrine				
353	20:35.5	30.01102915	-91.13055299	15N 	680300	3321479	1602	-1.4	Located Deep Event	80	230	90					
354	54:44.0	30.00994264	-91.13600546	15N 	679776	3321350	736	-2.04	Located Deep Event	20	60	30					
355	22:58.1	30.00932786	-91.14165635	15N 	679232	3321273	80	-1.06	Located Shallow Event	60	50	30	TexasBrine				
356	19:07.2	30.00716579	-91.14252597	15N 	679152	3321032	100	-0.37	Located Shallow Event	60	120	10	TexasBrine				
357	47:14.7	30.00906288	-91.14269794	15N 	679132	3321242	80	-0.64	Located Shallow Event	20	50	10	TexasBrine				
358	47:48.6	30.00936638	-91.14310695	15N 	679092	3321275	80	-0.97	Located Shallow Event	10	20	20	TexasBrine				
359	18:02.6	30.00903542	-91.14139228	15N 	679258	3321241	100	-0.43	Located Shallow Event	40	60	0	TexasBrine				
360	22:42.1	30.00989538	-91.14351176	15N 	679052	3321333	80	-1.2	Located Shallow Event	50	30	30	TexasBrine				
361	23:40.3	30.00906302	-91.14270831	15N 	679131	3321242	80	-0.71	Located Shallow Event	30	20	20	TexasBrine				
362	05:28.9	30.00922621	-91.14212474	15N 	679187	3321261	60	-1.17	Located Shallow Event	60	70	40	TexasBrine				
363	09:34.9	30.00897292	-91.14207763	15N 	679192	3321233	80	-1.21	Located Shallow Event	60	50	10	TexasBrine				
364	05:20.1	30.00916478	-91.14352537	15N 	679052	3321252	140	-0.84	Located Shallow Event	50	50	40	TexasBrine				
365	36:34.8	30.00682888	-91.1429469	15N 	679112	3320994	100	-0.42	Located Shallow Event	50	110	50	TexasBrine				
366	23:51.9	30.00916502	-91.14290337	15N 	679112	3321253	121	-0.84	Located Shallow Event	30	50	20	TexasBrine				
367	37:09.0	30.00931836	-91.14290051	15N 	679112	3321270	80	-1.25	Located Shallow Event	30	50	20	TexasBrine				
368	37:36.8	30.00991659	-91.1430967	15N 	679092	3321336	182	-0.74	Located Shallow Event	30	40	20	TexasBrine				
369	40:04.7	30.01008821	-91.1424715	15N 	679152	3321356	120	-1.08	Located Shallow Event	40	60	50	TexasBrine				
370	22:04.1	30.00994975	-91.14288875	15N 	679112	3321340	219	-1.13	Located Shallow Event	10	30	0	TexasBrine				
371	09:39.7	30.01053628	-91.14225582	15N 	679172	3321406	160	-0.58	Located Shallow Event	50	80	40	TexasBrine				
372	20:07.4	30.00957257	-91.14173472	15N 	679224	3321300	60	-0.8	Located Shallow Event	20	40	0	TexasBrine				
373	21:52.7	30.01077411	-91.13228901	15N 	680133	3321448	1660	-1.62	Located Deep Event	100	190	80					
374	24:39.9	30.01222299	-91.14222438	15N 	679172	3321593	1820	-0.72	Located Deep Event	130	140	280	TexasBrine				
375	24:53.9	30.01025011	-91.14051956	15N 	679340	3321377	2178	-0.84	Located Deep Event	270	210	270	TexasBrine				
376	30:41.2	30.01101387	-91.14029798	15N 	679360	3321462	1877	-1.36	Located Deep Event	170	140	130	TexasBrine				
377	51:20.8	30.00948047	-91.14351949	15N 	679052	3321287	180	-1.19	Located Shallow Event	30	70	50	TexasBrine				
378	27:36.2	30.00970914	-91.14310056	15N 	679092	3321313	160	-1.25	Located Shallow Event	50	100	50	TexasBrine				
379	08:45.0	30.00973644	-91.14247806	15N 	679152	3321317	140	-1.13	Located Shallow Event	40	60	50	TexasBrine				
380	17:31.7	30.00943269	-91.14269105	15N 	679132	3321283	101	-0.81	Located Shallow Event	60	50	50	TexasBrine				
381	28:34.7	30.00917697	-91.14311048	15N 	679092	3321254	160	-1.06	Located Shallow Event	50	50	50	TexasBrine				
382	55:57.8	30.00970329	-91.14268601	15N 	679132	3321313	119	-1.1	Located Shallow Event	30	30	20	TexasBrine				
383	11:22.0	30.00970329	-91.14268601	15N 	679132	3321313	100	-0.78	Located Shallow Event	90	60	40	TexasBrine				
384	52:10.5	30.00881617	-91.1431172	15N 	679092	3321214	205	-1.18	Located Shallow Event	40	160	40	TexasBrine				
385	38:22.2	30.00942952	-91.14310577	15N 	679092	3321282	219	-1.06	Located Shallow Event	30	40	20	TexasBrine				
386	12:17.4	30.00909896	-91.14269727	15N 	679132	3321246	80	-1.23	Located Shallow Event	30	60	50	TexasBrine				
387	23:24.8	30.00945668	-91.14247291	15N 	679153	3321286	181	-0.67	Located Shallow Event	20	90	20	TexasBrine				
388	33:51.1	30.00954361	-91.14351831	15N 	679052	3321294	180	-0.95	Located Shallow Event	0	0	0	TexasBrine				
389	17:06.9	30.00977759	-91.1421974	15N 	679179	3321322	60	-1.27	Located Shallow Event	50	80	50	TexasBrine				
390	10:54.2	30.00879677	-91.14238154	15N 	679163	3321213	80	-0.95	Located Shallow Event	30	50	50	TexasBrine				
391	13:07.0	30.01006115	-91.14247201	15N 	679152	3321353	80	-1.05	Located Shallow Event	20	100	30	TexasBrine				
392	17:21.0	30.01057438	-91.14048241	15N 	679343	3321413	1901	-0.62	Located Deep Event	180	150	100	TexasBrine				
393	47:10.5	30.008813	-91.14353192	15N 	679052	3321213	181	-0.8	Located Shallow Event	40	60	60	TexasBrine				
394	51:10.2	30.00970329	-91.14268601	15N 	679132	3321313	159	-1.21	Located Shallow Event	80	70	60	TexasBrine				
395	15:19.1	30.00945366	-91.14289799	15N 	679112	3321285	136	-1.25	Located Shallow Event	50	60	40	TexasBrine				
396	10:42.1	30.00954361	-91.14351831	15N 	679052	3321294	180	-1.25	Located Shallow Event	60	80	60	TexasBrine				
397	01:35.3	30.00968208	-91.14310107	15N 	679092	3321310	160	-0.78	Located Shallow Event	30	100	50	TexasBrine				
398	02:26.2	30.00916502	-91.14290337	15N 	679112	3321253	146	-0.87	Located Shallow Event	40	50	40	TexasBrine				
399	37:50.1	30.00952557	-91.14351865	15N 	679052	3321292	160	-1.41	Located Shallow Event	50	50	50	TexasBrine				
400	40:21.1	30.00970329	-91.14268601	15N 	679132	3321313	100	-0.92	Located Shallow Event	50	50	50	TexasBrine				
401	14:12.3	30.00917404	-91.1429032	15N 	679112	3321254	125	-0.77	Located Shallow Event	30	70	40	TexasBrine				
402	20:46.2	30.00915039	-91.14186699	15N 	679212	3321253	80	-0.75	Located Shallow Event	90	50	30	TexasBrine				
403	57:06.8	30.00917087	-91.14331792	15N 	679072	3321253	140	-1.19	Located Shallow Event	70	100	40	TexasBrine				
404	59:26.6	30.010713	-91.13880042	15N 	679505	3321431	1965	-0.37	Located Deep Event	280	260	60	TexasBrine				
405	48:46.8	30.00780863	-91.14396528	15N 	679012	3321101	1227	-1.55	Located Deep Event	50	110	150	TexasBrine				
406	19:10.4	30.00825161	-91.13127891	15N 	680235	3321170	1786	-1.28	Located Deep Event	120	190	70					
407	19:18.6	30.00804102	-91.13169751	15N 	680195	3321146	1744	-0.87	Located Deep Event	120	180	60					
