1-no,2-depth,3-lat,4-lon,5-maxampZ,6-maxampX,7-maxampY,8-slopZ,9-slopeX,10-slopeY,11-spectralcentZ,12-speccenX,13-speccentY,14-maximumfrequencyampZ,15-rec,16-az,17-dip,18-dd_re,19-dipp,20-DR,21-crossdeep,22-crossshallow,23-Otsu,24-cwtDEEP(meancc),25-cwtSHAL(meancc),26-cwtDEEP(pickcc),27-cwtSHAL(pickcc),28-semblanceDEEP,29-semblanceSHAL,class
355,-12345,-12345,-12345,10075,5138.8,6330.6,542.81,277.04,238.68,299.84,249.79,149.47,0.28413,0.65568,76.164,37.081,0.39534,0.60294,0.0032784,0.19668,0.042726,108,0.046838,0.038749,215,187,0.5131,2531,shallow
356,-12345,-12345,-12345,3.43E+05,4.63E+05,2.82E+05,5900.9,7630.9,7232.1,225.31,133.9,171.91,50.692,0.81764,-5.477,11.245,0.15944,0.195,-0.0040882,0.20403,0.065208,91,0.052477,0.045306,213,185,0.4513,3043,shallow
357,-12345,-12345,-12345,1.49E+06,8.34E+05,1.64E+06,33055,15538,36454,111.18,170.95,116.45,3503,0.5213,-84.536,38.92,0.3275,0.62823,0.0026065,0.14788,0.42859,118,0.07055,0.058298,191,164,0.4846,2845,shallow
358,100,30.009,-91.141,5.16E+05,5.78E+05,4.56E+05,1660.5,1888.6,1091.3,85.946,119.62,112.77,1459.9,0.52983,28.075,2.2916,0.021186,0.039986,-0.0026491,0.074437,0.39999,121,0.054364,0.048881,192,164,0.5039,2577,shallow
359,100,30.009,-91.141,1.50E+05,2.54E+05,87209,468.17,629.91,1016.7,118.49,76.87,138.04,172.68,0.80764,54.89,54.678,0.65896,0.81591,0.0040382,0.16486,0.12452,116,0.061919,0.054392,201,172,0.508,2633,shallow
360,100,30.009,-91.141,2439,2223.5,1521.2,36.388,34.771,21.032,189.98,201.31,184.8,0.48327,0.64503,6.8689,42.48,0.43561,0.67534,0.0032251,0.16784,0.086517,100,0.067663,0.058009,216,164,0.4913,2813,shallow
361,100,30.009,-91.141,18377,20397,27911,44.092,101.76,151.42,61.317,113.81,106.18,82.405,0.74577,-59.642,15.892,0.20421,0.27382,-0.0037288,0.064854,0.66767,103,0.066165,0.058433,176,149,0.5151,2542,shallow
362,100,30.009,-91.141,4.48E+05,5.61E+05,1.18E+05,2250.9,3100.8,646.17,114.29,117.34,113.88,372.39,0.95114,89.731,5.1021,0.084586,0.08893,-0.0047557,0.15373,0.16202,112,0.050862,0.045937,195,171,0.5098,2460,shallow
363,100,30.009,-91.141,9975.3,7171.8,7734.2,50.653,36.707,39.685,122.43,137.7,144.59,12.676,0.90816,-11.663,4.5642,0.072267,0.079575,-0.0045408,0.17828,0.32142,102,0.075232,0.067005,172,144,0.4996,2711,shallow
364,100,30.009,-91.141,5193.7,16063,10819,12.95,41.779,28.074,76.822,102.53,115.33,25.344,0.69628,-72.103,71.899,0.66182,0.95051,0.0034814,0.11634,0.48755,105,0.068587,0.063718,176,148,0.5151,3271,shallow
365,100,30.009,-91.141,431.96,386.8,395.66,5.5423,6.608,6.9261,164.73,170.14,123.05,0.10752,0.62972,-69.665,51.197,0.49074,0.7793,0.0031486,0.15725,0.074995,112,0.051431,0.043523,208,172,0.5366,2930,shallow
366,100,30.009,-91.144,270.55,113.88,174.61,1.902,0.77009,1.1953,133.42,127.36,135.93,0.054072,0.6515,8.8933,18.944,0.21151,0.32465,-0.0032575,0.16784,0.11956,100,0.060178,0.055143,203,175,0.4908,3135,shallow
367,100,30.009,-91.144,5196.8,8519.6,9666.3,12.329,19.309,24.311,100.93,91.563,86.665,34.722,0.90916,1.2827,3.9528,0.062673,0.068935,-0.0045458,0.15061,0.56308,110,0.073646,0.067788,178,150,0.5,3285,shallow
368,100,30.009,-91.144,1915.2,2063.7,1691.5,7.2802,9.0399,7.4203,108.09,86.591,121.39,8.1004,0.97354,56.641,1.4309,0.024311,0.024972,-0.0048677,0.12682,0.40786,107,0.073132,0.066741,171,144,0.4983,3747,shallow
369,100,30.009,-91.144,1.00E+05,1.51E+05,42697,309.69,501.81,143.36,78.119,111.59,102.02,223.8,0.84556,87.569,-9.3523,0.13741,0.16251,-0.0042278,0.14923,0.29513,93,0.052234,0.050696,187,160,0.5018,2753,shallow
370,100,30.009,-91.144,10040,26615,26986,19.699,71.548,73.03,118.54,105.04,112.55,42.931,0.67609,61.584,0.82322,0.0097137,0.014367,-0.0033805,0.089234,0.50194,105,0.070475,0.071312,180,153,0.4976,2596,shallow
371,100,30.009,-91.144,1387,903.2,1081.1,6.4848,2.6533,4.8169,173.51,137.1,120.5,0.38403,0.85719,-25.158,1.0862,0.01625,0.018957,-0.004286,0.17792,0.11768,87,0.05227,0.04876,223,199,0.5054,2389,shallow
372,100,30.009,-91.144,1.50E+05,2.38E+05,1.42E+05,1592.1,653.59,414.59,99.933,67.849,82.56,147.83,0.89887,-2.5084,55.402,0.7399,0.82315,0.0044943,0.14843,0.23633,86,0.048236,0.04448,190,164,0.524,2564,shallow
373,100,30.009,-91.144,1.55E+06,6.87E+05,5.88E+05,5100.7,6549,5450.2,66.472,118.6,145.72,3694.6,0.59322,53.021,-36.264,0.35089,0.5915,0.0029661,0.1043,0.34297,121,0.045464,0.040096,192,166,0.4809,3336,shallow
374,240,30.01,-91.145,2.01E+06,1.96E+06,1.84E+06,8074.8,9071,8717.4,57.127,100.68,80.682,4482.9,0.83179,-23.479,12.113,0.17454,0.20984,-0.004159,0.11541,0.36497,111,0.050485,0.044266,191,165,0.4997,2994,shallow
375,240,30.01,-91.145,2.25E+05,2.28E+05,3.45E+05,2967.8,1778.4,1052.6,92.371,89.342,71.24,412.26,0.88687,-63.673,29.645,0.43867,0.49462,-0.0044344,0.099071,0.1958,90,0.063757,0.056821,195,168,0.4982,2978,shallow
376,240,30.01,-91.145,3662,3190.3,5109.6,54.736,11.116,61.186,144,114.37,97.168,2.8778,0.75732,62.444,18.424,0.23935,0.31605,-0.0037866,0.11082,0.12714,116,0.084437,0.070345,197,166,0.7275,6079,shallow
377,240,30.01,-91.145,4.94E+05,4.53E+05,1.83E+05,2614.1,2461.8,1017.1,89.629,119.74,91.195,519.32,0.86639,-81.757,8.0936,0.12198,0.14079,-0.0043319,0.1407,0.12957,111,0.051231,0.046754,195,169,0.4894,3664,shallow
378,240,30.01,-91.145,10562,6145.2,5723.2,124.89,94.487,87.821,102.31,89.793,115.55,2.4162,0.6707,-45.084,60.186,0.58193,0.86765,0.0033535,0.14331,0.18675,111,0.06875,0.059992,207,171,0.5163,2757,shallow
379,240,30.01,-91.145,774.46,233.05,321.28,6.6384,0.87515,3.0126,67.595,114.82,112.53,1.2851,0.93951,-78.666,79.486,0.92373,0.98321,0.0046975,0.17278,0.16271,112,0.054658,0.049102,201,172,0.5124,3084,shallow
380,40,30.009,-91.141,1362.1,513.32,2333.3,15.699,2.0508,28.407,99.254,90.738,89.983,1.194,0.84601,-85.243,2.1108,0.03116,0.036831,-0.00423,0.18423,0.11326,118,0.058831,0.050148,205,178,0.5166,2597,shallow
381,40,30.009,-91.141,29222,39299,58082,112.35,100.21,349.39,67.651,74.206,91.403,243.49,0.96678,88.435,-6.1734,0.10396,0.10754,-0.0048339,0.10971,0.67298,110,0.081893,0.069813,174,147,0.5125,2805,shallow
382,40,30.009,-91.141,15553,9970.4,10351,46.551,33.71,33.291,81.458,109.72,95.236,14.389,0.99246,-89.149,0.32021,0.0055465,0.0055886,-0.0049623,0.17562,0.14824,114,0.061929,0.053876,198,172,0.5014,3553,shallow
383,40,30.009,-91.141,1.49E+06,4.40E+05,1.87E+05,4848.7,1401.9,533.69,68.366,110.62,104.84,2525.3,0.95816,88.704,-0.72087,0.012055,0.012581,-0.0047908,0.13756,0.1826,116,0.047625,0.043472,196,169,0.4986,3267,shallow
384,40,30.009,-91.141,40339,74443,1.71E+05,136.9,268.52,721.27,93.732,122.95,66.172,196.35,0.97913,85.096,-1.1134,0.019025,0.019431,-0.0048957,0.10211,0.46652,106,0.085575,0.073245,173,145,0.5011,3257,shallow
385,40,30.009,-91.141,5895.9,3491.1,7135.4,42.322,8.5499,57.207,102.22,80.24,71.644,12.453,0.46062,66.701,8.5769,0.068695,0.14914,-0.0023031,0.12157,0.32589,88,0.066467,0.058819,192,166,0.4901,3025,shallow
386,40,30.009,-91.141,5.23E+05,1.41E+06,9.86E+05,1268.1,3484.5,2432.8,61.715,55.529,56.821,1175,0.88811,81.027,-11.903,0.18318,0.20626,-0.0044406,0.11656,0.32914,117,0.049069,0.044963,193,167,0.4965,2588,shallow
387,40,30.009,-91.141,1.76E+06,1.39E+06,1.70E+06,6639.7,5309.1,6047.9,91.633,119.1,84.422,2444.6,0.85037,-22.835,5.3794,0.079722,0.09375,-0.0042518,0.12444,0.29887,92,0.05933,0.054923,192,165,0.5168,3139,shallow
388,60,30.006,-91.138,6.63E+05,4.57E+05,5.15E+05,2064.3,1258.7,1602,64.863,88.881,92.044,1625.6,0.94078,-67.754,0.46807,0.0076855,0.0081693,-0.0047039,0.084355,0.41008,122,0.053736,0.0482,190,164,0.4968,2720,shallow
389,60,30.006,-91.138,1.67E+05,2.98E+05,1.67E+05,584.64,890.58,551.14,82.773,76.323,84.031,188.01,0.92531,-3.721,22.126,0.34851,0.37665,-0.0046265,0.19084,0.19692,90,0.059666,0.054211,196,170,0.4706,2721,shallow
390,60,30.006,-91.138,1818.4,920.82,2125.5,23.594,2.8259,26.959,111.55,92.907,98.863,0.86854,0.68018,-79.43,37.798,0.41687,0.61288,0.0034009,0.14573,0.14924,90,0.07391,0.066019,193,166,0.5062,2739,shallow
391,60,30.006,-91.138,23010,40550,36273,55.278,180.22,162.76,59.379,111.96,93.893,113.54,0.70306,78.221,12.018,0.14639,0.20822,-0.0035153,0.085018,0.61426,101,0.063224,0.057286,176,149,0.5078,2626,shallow
392,60,30.006,-91.138,1.29E+05,1.70E+05,97829,370.92,509.93,293.54,91.209,102.32,102.48,106.99,0.99846,-89.793,0.15873,0.0027661,0.0027704,-0.0049923,0.15648,0.22801,101,0.059285,0.056951,205,180,0.5151,3425,shallow
393,60,30.006,-91.138,4133.4,3754.2,3192.4,12.537,11.158,9.1426,92.464,99.692,109.52,2.9256,0.97891,88.554,0.4761,0.0081342,0.0083095,-0.0048945,0.18096,0.26312,112,0.064531,0.06063,183,173,0.4974,2442,shallow
394,60,30.006,-91.138,18021,15283,15134,38.32,100.9,85.827,39.15,93.669,114.49,123.09,0.83772,-72.642,0.38042,0.0055621,0.0066396,-0.0041886,0.031729,0.89094,107,0.061069,0.055697,176,149,0.4942,2973,shallow
395,60,30.006,-91.138,767.02,230.27,376.82,11.162,4.1212,6.4423,69.37,83.895,103.27,1.3676,0.95324,-46.101,81.434,0.94261,0.98885,0.0047662,0.2232,0.15199,114,0.05662,0.050108,203,176,0.5001,3170,shallow
396,181,30.009,-91.142,607.15,94.88,176.66,12.187,3.1273,5.8626,78.302,133.28,132.27,0.53746,0.98958,-88.035,84.864,0.9856,0.99599,0.0049479,0.27335,0.15287,116,0.045411,0.038788,202,177,0.4676,3053,shallow
397,181,30.009,-91.142,3320.8,5179.1,5696.5,11.707,20.004,21.065,49.814,81.569,101.72,16.672,0.34809,-79.688,-65.217,0.31603,0.9079,0.0017404,0.054809,0.55414,113,0.082268,0.074315,179,149,0.4902,3564,shallow
398,181,30.009,-91.142,1985.4,1062.6,1301.8,7.4111,2.3587,5.5773,97.243,116.25,134.04,4.0794,0.84329,51.013,51.795,0.66266,0.78581,0.0042164,0.14312,0.33473,95,0.068844,0.066825,186,160,0.4776,3017,shallow
399,181,30.009,-91.142,1.38E+05,1.07E+05,32890,542.78,413.79,119.42,89.608,108.38,129.48,149.73,0.98828,88.424,-0.24532,0.0042314,0.0042816,-0.0049414,0.14599,0.16898,110,0.048789,0.047234,197,169,0.4882,3320,shallow
400,181,30.009,-91.142,5276.5,17133,15806,25.25,135.72,107.28,106.09,112.37,65.743,41.144,0.67432,16.497,10.109,0.11835,0.17552,-0.0033716,0.078075,0.69043,102,0.071988,0.063101,176,149,0.5121,2550,shallow
401,181,30.009,-91.142,1483.3,732.31,1213.7,48.847,22.79,37.561,176.65,122.7,180.12,0.32386,0.71533,-59.305,72.891,0.68368,0.95575,0.0035767,0.15067,0.10071,93,0.070898,0.062665,215,170,0.5138,2830,shallow
402,181,30.009,-91.142,46881,78085,57044,1700.5,1408.1,258.66,131.87,103.24,88.6,82.073,0.79733,12.398,29.523,0.3929,0.49277,-0.0039866,0.15684,0.23022,122,0.068874,0.058678,194,167,0.4918,2836,shallow
403,181,30.009,-91.142,1.24E+05,1.37E+05,1.14E+05,479.64,1221.5,397.37,115.69,167.01,107.87,76.833,0.75811,46.626,-8.3151,0.10964,0.14462,-0.0037905,0.18318,0.14842,98,0.054368,0.050128,208,180,0.4796,2843,shallow
404,160,30.009,-91.144,1.02E+06,8.63E+05,5.14E+05,1742.7,1582.2,3875.1,94.306,148.39,158.24,2332.6,0.78472,-69.062,7.5089,0.10255,0.13068,-0.0039236,0.093845,0.31118,90,0.045424,0.045403,192,165,0.5043,3160,shallow
405,160,30.009,-91.144,98217,1.47E+05,1.37E+05,261.47,319.95,513.17,147.99,124.59,123.6,44.399,0.82161,-26.518,0.22738,0.0032606,0.0039686,-0.0041081,0.11429,0.19327,96,0.059421,0.058624,193,165,0.5016,3335,shallow
406,160,30.009,-91.144,3260.6,1505.4,2942.2,73.359,38.401,51.62,210.73,128.23,118.86,0.41186,0.71435,-64.242,34.135,0.40085,0.56114,0.0035718,0.13883,0.089728,96,0.072905,0.066385,222,193,0.5694,2580,shallow
407,160,30.009,-91.144,2.23E+05,3.02E+05,67400,389.19,693.64,115.33,125.3,90.322,119.68,240.93,0.68999,-1.3802,-7.7905,0.09353,0.13555,-0.00345,0.126,0.24057,94,0.057279,0.05605,187,158,0.4988,2969,shallow
408,160,30.009,-91.144,6845.8,3759.1,2070.5,10.607,9.8815,3.8421,76.204,118.72,129.58,26.953,0.65726,-13.193,37.303,0.39832,0.60602,0.0032863,0.069667,0.5678,120,0.051754,0.05036,185,158,0.4854,2788,shallow
409,160,30.009,-91.144,438.76,263,634.2,10.143,4.8945,7.8249,116.89,125.91,136.76,0.46849,0.69074,-74.986,20.75,0.24472,0.35429,-0.0034537,0.17455,0.12159,105,0.058392,0.054704,206,178,0.4721,2599,shallow
410,60,30.009,-91.142,1575.1,855.47,1107.6,10.368,5.6275,6.9253,130.48,104.84,127.15,1.4095,0.74811,68.01,52.006,0.58957,0.78808,0.0037406,0.16792,0.12365,100,0.062836,0.059883,204,177,0.5069,3169,shallow
411,60,30.009,-91.142,22576,28052,15908,59.475,78.175,40.305,94.7,89.693,93.587,133.36,0.93957,84.304,-0.03359,0.00055083,0.00058626,-0.0046978,0.099787,0.52204,108,0.069343,0.062409,171,143,0.512,2583,shallow
412,60,30.009,-91.142,1.03E+06,1.21E+06,4.12E+05,2588.5,3362.6,1044.6,110.64,100.01,152.02,683.98,0.9934,-89.295,0.79619,0.013804,0.013896,-0.004967,0.22572,0.15937,98,0.053727,0.051347,198,173,0.5029,3316,shallow
413,60,30.009,-91.142,15935,82250,27821,22.479,159.7,41.429,88.124,61.743,85.348,23.063,0.79304,-75.964,11.375,0.15641,0.19723,-0.0039652,0.15148,0.38561,110,0.070068,0.07163,189,161,0.5114,3628,shallow
414,60,30.009,-91.142,2.67E+05,3.28E+05,3.62E+05,822.16,699.4,1737.3,62.869,73.022,123,1823.7,0.56086,18.849,-43.447,0.38569,0.68768,0.0028043,0.04776,0.76434,131,0.060726,0.052261,177,150,0.5027,2012,shallow
415,60,30.009,-91.142,11596,25082,33844,13.206,35.607,56.261,144,74.745,102.18,24.091,0.91044,-5.169,1.657,0.026326,0.028915,-0.0045522,0.086278,0.462,123,0.066248,0.062873,181,155,0.4879,2610,shallow
416,60,30.009,-91.142,9409,8301.4,9013.1,79.813,23.095,37.794,111.37,82.472,114.76,12.823,0.49677,21.108,78.43,0.48667,0.97968,0.0024838,0.10326,0.3564,104,0.071065,0.061831,186,153,0.493,2610,shallow
417,60,30.009,-91.142,4.16E+05,4.47E+05,6.83E+05,1256.8,943.07,1886.2,107.91,115.48,93.241,800.39,0.6603,-39.662,-10.406,0.11927,0.18063,-0.0033015,0.14759,0.16844,88,0.064111,0.062435,197,170,0.5184,3040,shallow
418,60,30.009,-91.142,1.17E+06,2.25E+06,2.12E+06,3533.7,6111.4,4781,90.242,94.823,107.72,4980.8,0.75834,-17.287,-5.982,0.079031,0.10422,-0.0037917,0.097779,0.26074,93,0.056329,0.05725,190,163,0.4798,2806,shallow
419,40,30.01,-91.142,60629,1.12E+05,2.08E+05,246.81,1107,704.51,116.39,161.53,100.32,66.501,0.78021,-51.676,10.171,0.13777,0.17658,-0.0039011,0.24385,0.19405,110,0.060575,0.055274,201,175,0.5185,2649,shallow
420,40,30.01,-91.142,977.65,1254.9,989.4,30.263,35.8,28.332,195.21,180.78,190.38,0.18337,0.60888,-44.573,44.328,0.42547,0.69877,0.0030444,0.1566,0.15513,91,0.07417,0.06469,219,152,0.524,2917,shallow
421,40,30.01,-91.142,1631.6,6625,3050.4,6.794,32.488,11.581,109.16,138.12,128.68,4.6769,0.90726,-25.834,82.56,0.89962,0.99158,0.0045363,0.13661,0.37126,100,0.064919,0.06474,183,157,0.5048,3055,shallow
422,40,30.01,-91.142,91533,79486,19044,414.53,387.52,85.339,123.49,107.95,151.21,62.555,0.9946,-89.345,-0.3215,0.0055809,0.0056112,-0.004973,0.14391,0.25226,121,0.05549,0.049495,194,166,0.499,2745,shallow
423,40,30.01,-91.142,1732,623.04,483.74,7.5325,2.6105,1.7373,144.88,149.67,163.58,0.31418,0.98357,31.95,-0.046831,0.00080392,0.00081735,-0.0049179,0.22856,0.21009,101,0.068449,0.063165,172,143,0.5178,2559,shallow
424,40,30.01,-91.142,2016.7,5048.8,7140,4.1789,16.495,29.565,93.382,110.32,102.91,11.281,0.58945,78.856,60.924,0.51516,0.87398,0.0029472,0.1172,0.4531,112,0.072644,0.066526,177,148,0.717,5975,shallow
425,40,30.01,-91.142,100.92,162.49,156.29,1.351,2.1122,1.791,195.24,177.97,156.31,0.025184,0.71459,-52.401,-12.238,0.15147,0.21197,-0.003573,0.17763,0.080274,114,0.082676,0.073136,210,181,0.4846,3079,shallow
426,120,30.009,-91.144,4.25E+05,3.84E+05,3.85E+05,1517.8,1566.3,1244.8,123.52,170.76,147.68,579.48,0.8599,4.2437,-0.85515,0.012834,0.014925,-0.0042995,0.20809,0.38992,92,0.061478,0.056727,187,159,0.4975,2383,shallow
427,120,30.009,-91.144,1.32E+05,1.53E+05,1.99E+05,623.19,364.44,582.04,151.23,131.16,100.49,179.46,0.37846,63.436,1.859,0.012277,0.03244,-0.0018923,0.16328,0.1439,84,0.059984,0.054116,198,172,0.5083,2776,shallow
428,120,30.009,-91.144,2259.8,1669,2099.9,13.056,10.044,12.757,198.88,190.84,189,1.6864,0.51798,-64.085,25.732,0.22489,0.43416,0.0025899,0.18026,0.22445,101,0.072782,0.062242,197,171,0.4797,2785,shallow
429,120,30.009,-91.144,8247.2,18886,29741,15.048,67.228,57.408,128.42,144.82,84.415,45.936,0.98066,88.496,5.351,0.091454,0.093257,-0.0049033,0.084185,0.62563,99,0.058796,0.057528,180,153,0.4835,2669,shallow
430,120,30.009,-91.144,1.99E+05,2.71E+05,68966,601.61,797.9,205.16,122.21,152.19,143.22,172.15,0.99543,88.887,0.6846,0.011894,0.011948,-0.0049771,0.12626,0.16579,93,0.058854,0.058249,193,168,0.5072,2877,shallow
431,120,30.009,-91.144,3263.4,3407.6,2369.2,7.1392,7.4938,8.0089,135.15,134.55,140.55,1.7556,0.97743,32.07,1.9274,0.032874,0.033633,-0.0048872,0.12036,0.35069,99,0.067453,0.066869,182,154,0.5058,2766,shallow
432,120,30.009,-91.144,3923.4,12373,13215,6.3588,26.809,38.409,132.5,112.47,112.71,37.13,0.61377,-76.928,-23.091,0.24072,0.39219,-0.0030689,0.078921,0.52413,134,0.069429,0.070471,173,143,0.482,2502,shallow
433,120,30.009,-91.144,341.23,432.69,459.68,1.9628,1.2366,4.0922,180.35,132.72,143.06,0.21891,0.92628,-78.735,-6.3388,0.10227,0.11041,-0.0046314,0.17649,0.12426,84,0.057312,0.053319,206,180,0.5021,2687,shallow
434,120,30.009,-91.144,1.57E+05,1.66E+05,2.97E+05,233.11,317.98,572.3,101.86,139.89,145.62,204.24,0.66231,-28.191,-14.975,0.17114,0.2584,-0.0033116,0.15934,0.14591,125,0.044425,0.044559,197,169,0.5175,3248,shallow
435,120,30.009,-91.144,37592,35795,47015,80.779,55.553,63.792,120.79,104.89,91.78,29.763,0.76803,77.002,38.342,0.47645,0.62036,0.0038401,0.22791,0.13077,112,0.042717,0.042249,201,174,0.5118,2622,shallow
436,120,30.009,-91.144,428.49,152.9,334.89,0.86578,0.2473,0.48652,160.7,161.02,122.21,0.18723,0.91085,-69.811,48.572,0.68294,0.74979,0.0045542,0.12988,0.11245,110,0.042604,0.042731,204,172,0.5164,3164,shallow
437,120,30.009,-91.144,3701.4,13699,12232,3.2694,30.765,23.297,91.309,102.25,90.37,17.206,0.64117,10.025,3.9348,0.043997,0.068621,-0.0032058,0.066051,0.52848,102,0.073152,0.076575,180,152,0.4876,2857,shallow
438,120,30.009,-91.144,1444.9,1225.7,783.2,2.6336,2.1733,1.4272,95.919,96.883,101.49,1.3627,0.8794,-78.343,0.6939,0.01065,0.012111,-0.004397,0.15383,0.37753,111,0.062126,0.057972,176,147,0.4904,3284,shallow
439,120,30.009,-91.144,1370.1,5371,5737.2,1.6287,7.2622,11.884,87.592,93.91,85.09,6.4801,0.52342,73.257,0.26029,0.0023779,0.0045429,-0.0026171,0.093752,0.32096,119,0.062052,0.060063,195,168,0.5061,3411,shallow
440,120,30.009,-91.144,174.77,71.914,114.97,0.3513,0.15394,0.16627,89.449,141.04,143.55,0.18153,0.87061,-84.148,1.3291,0.020194,0.023195,-0.004353,0.2122,0.16665,118,0.036708,0.03497,205,179,0.4954,3367,shallow
441,160,30.01,-91.143,1734.5,2889.4,4381.9,3.4746,12.332,20.007,73.475,107.66,123.78,7.9802,0.82825,73.817,70.986,0.78306,0.94544,0.0041413,0.082712,0.78096,110,0.067588,0.063036,177,149,0.5073,3315,shallow
442,160,30.01,-91.143,723.35,474.21,343.75,2.5456,1.5498,0.94555,128.17,137.28,133.1,0.26377,0.89844,67.432,-0.68868,0.010799,0.01202,-0.0044922,0.1726,0.1125,96,0.053483,0.051182,213,174,0.507,3357,shallow
443,160,30.01,-91.143,31983,47027,22434,117.14,170.49,61.46,130.26,98.094,100.86,8.6906,0.9905,89.86,1.5866,0.027424,0.027687,-0.0049525,0.14896,0.097551,91,0.050416,0.047132,217,188,0.5151,3191,shallow
444,160,30.01,-91.143,2489.2,6913.2,6691.6,7.5613,37.588,32.546,93.786,106.39,93.404,10.848,0.85938,-78.039,19.047,0.28045,0.32634,-0.0042969,0.075434,0.54793,97,0.063381,0.058081,176,149,0.5041,2444,shallow
445,160,30.01,-91.143,451.16,234.63,349.29,6.5458,4.3778,6.5692,183.58,160.63,142.57,0.11497,0.77684,-65.273,60.57,0.67659,0.87096,0.0038842,0.12038,0.070612,88,0.055941,0.049552,223,197,0.4751,2887,shallow
446,160,30.01,-91.143,44131,46934,24746,281.71,272.55,144.59,143.72,109.09,151.17,8.5679,0.66045,8.5052,50.488,0.50953,0.77149,0.0033022,0.11424,0.099682,85,0.059833,0.054393,224,200,0.4872,2837,shallow
447,160,30.01,-91.143,76315,95512,1.30E+05,577.93,589.98,414.3,120.58,163.83,156.79,171.53,0.80434,79.927,9.0993,0.1272,0.15815,-0.0040217,0.11095,0.3154,89,0.055285,0.050562,190,164,0.4957,2900,shallow
448,121,30.011,-91.141,4.43E+05,4.68E+05,5.76E+05,1564.6,2005.1,1551.3,77.561,112.13,74.384,344.34,0.92772,11.317,12.189,0.19587,0.21113,-0.0046386,0.21671,0.16367,96,0.055349,0.051413,205,165,0.4979,2507,shallow
449,121,30.011,-91.141,1.07E+05,3.26E+05,3.08E+05,848.46,836.72,848.85,79.453,65.308,56.655,276.2,0.91372,73.618,26.419,0.40654,0.44492,-0.0045686,0.13333,0.301,119,0.064428,0.057403,192,164,0.479,2863,shallow
450,121,30.011,-91.141,2899.8,1342,4035,23.648,11.642,11.276,90.515,67.913,52.629,4.1022,0.89931,-27.211,71.799,0.85432,0.94997,0.0044966,0.17674,0.26742,96,0.072714,0.06474,189,165,0.4914,3282,shallow
451,121,30.011,-91.141,4.69E+05,5.27E+05,2.82E+05,1218.1,1451.3,747.27,66.04,61.152,66.236,907.71,0.88295,84.793,-5.1226,0.078836,0.089287,-0.0044147,0.15966,0.24403,122,0.042177,0.037248,194,167,0.4974,3333,shallow
452,121,30.011,-91.141,3867.6,4489.6,3525.8,10.556,12.642,9.4824,98.633,106.63,77.54,4.079,0.49451,-33.857,-33.744,0.27469,0.55548,0.0024726,0.14214,0.28058,109,0.059775,0.053858,196,170,0.5121,2797,shallow
453,121,30.011,-91.141,655.26,278.51,698.96,4.8641,0.78792,5.8924,67.761,86.15,67.197,0.95095,0.84785,-15.853,7.21,0.10641,0.12551,-0.0042393,0.18568,0.19949,113,0.064064,0.05847,194,168,0.5031,3064,shallow
454,180,30.01,-91.144,650.76,186.06,287.27,1.9135,1.1095,0.81587,117.81,143.77,154.19,0.76308,0.96,-77.983,77.454,0.93708,0.97612,0.0048,0.16994,0.18585,115,0.062806,0.057622,203,254,0.48,2848,shallow
455,180,30.01,-91.144,4373.2,11607,12815,8.3265,16.056,25.484,92.04,93.207,105.52,21.671,0.80936,6.2995,-10.571,0.14848,0.18346,-0.0040468,0.098176,0.51993,122,0.08294,0.074665,176,149,0.4956,3443,shallow
456,180,30.01,-91.144,2388.3,1861.5,1118.1,3.6854,2.8082,1.5906,119.44,119.25,147.17,1.3153,0.98652,46.89,0.23582,0.0040604,0.0041159,-0.0049326,0.19395,0.22915,103,0.065127,0.064802,204,178,0.497,2686,shallow
457,180,30.01,-91.144,84071,90672,67944,127.43,216.73,160.58,138.02,136.66,103.72,37.826,0.99768,-89.881,0.23245,0.0040476,0.004057,-0.0049884,0.13308,0.08885,84,0.058475,0.057974,203,175,0.515,3434,shallow
458,180,30.01,-91.144,17252,28657,26226,42.636,333.36,254.8,91.97,140.44,104.61,135.84,0.87296,-1.0897,1.9536,0.029759,0.03409,-0.0043648,0.075213,0.73448,99,0.057554,0.053682,177,150,0.4896,2447,shallow
459,180,30.01,-91.144,2141.7,1117.9,1140.3,41.897,7.4022,16.997,170.23,133.9,162.59,0.87488,0.82159,88.902,74.862,0.79308,0.9653,0.0041079,0.12009,0.24786,92,0.074458,0.06489,192,166,0.5118,2702,shallow
460,180,30.01,-91.144,1.36E+05,2.76E+05,1.36E+05,2544.5,915.65,415.4,146.92,99.053,103.75,135.06,0.76713,-37.823,51.58,0.60103,0.78348,0.0038357,0.13229,0.1292,90,0.07488,0.071643,202,172,0.4858,3309,shallow
461,180,30.01,-91.144,3.92E+05,3.69E+05,4.15E+05,723.33,748.47,1308.7,102.94,147.84,124.79,1346.1,0.93318,-66.226,23.617,0.37385,0.40062,-0.0046659,0.12536,0.33156,117,0.060487,0.056937,191,164,0.4765,3072,shallow
